State,Areaname,STCOU,LND010190F,LND010190D,LND010190N1,LND010190N2,LND010200F,LND010200D,LND010200N1,LND010200N2,LND110180F,LND110180D,LND110180N1,LND110180N2,LND110190F,LND110190D,LND110190N1,LND110190N2,LND110200F,LND110200D,LND110200N1,LND110200N2,LND110210F,LND110210D,LND110210N1,LND110210N2,LND210190F,LND210190D,LND210190N1,LND210190N2,LND210200F,LND210200D,LND210200N1,LND210200N2
IN,Switzerland,18155,0,223.54,0000,0000,0,223.52,0000,0000,0,223.42,0000,0000,0,221.2,0000,0000,0,221.18,0000,0000,0,220.63,0000,0000,0,2.34,0000,0000,0,2.34,0000,0000
IN,Tippecanoe,18157,0,503.12,0000,0000,0,503.07,0000,0000,0,501.69,0000,0000,0,499.84,0000,0000,0,499.79,0000,0000,0,499.81,0000,0000,0,3.28,0000,0000,0,3.28,0000,0000
IN,Tipton,18159,0,260.43,0000,0000,0,260.41,0000,0000,0,260.44,0000,0000,0,260.41,0000,0000,0,260.39,0000,0000,0,260.54,0000,0000,0,0.02,0000,0000,0,0.02,0000,0000
IN,Union,18161,0,165.26,0000,0000,0,165.25,0000,0000,0,162.49,0000,0000,0,161.56,0000,0000,0,161.55,0000,0000,0,161.22,0000,0000,0,3.7,0000,0000,0,3.7,0000,0000
IN,Vanderburgh,18163,0,235.76,0000,0000,0,235.74,0000,0000,0,236.07,0000,0000,0,234.59,0000,0000,0,234.57,0000,0000,0,233.48,0000,0000,0,1.17,0000,0000,0,1.16,0000,0000
IN,Vermillion,18165,0,259.95,0000,0000,0,259.94,0000,0000,0,260.02,0000,0000,0,256.9,0000,0000,0,256.89,0000,0000,0,256.88,0000,0000,0,3.05,0000,0000,0,3.05,0000,0000
IN,Vigo,18167,0,410.5,0000,0000,0,410.47,0000,0000,0,405.17,0000,0000,0,403.33,0000,0000,0,403.29,0000,0000,0,403.31,0000,0000,0,7.17,0000,0000,0,7.17,0000,0000
IN,Wabash,18169,0,421.1,0000,0000,0,421.07,0000,0000,0,398.3,0000,0000,0,413.2,0000,0000,0,413.17,0000,0000,0,412.43,0000,0000,0,7.9,0000,0000,0,7.9,0000,0000
IN,Warren,18171,0,366.63,0000,0000,0,366.6,0000,0000,0,366.27,0000,0000,0,364.91,0000,0000,0,364.88,0000,0000,0,364.68,0000,0000,0,1.72,0000,0000,0,1.72,0000,0000
IN,Warrick,18173,0,390.87,0000,0000,0,390.86,0000,0000,0,391.26,0000,0000,0,384.08,0000,0000,0,384.07,0000,0000,0,384.82,0000,0000,0,6.79,0000,0000,0,6.79,0000,0000
IN,Washington,18175,0,516.57,0000,0000,0,516.53,0000,0000,0,515.89,0000,0000,0,514.45,0000,0000,0,514.42,0000,0000,0,513.73,0000,0000,0,2.12,0000,0000,0,2.12,0000,0000
IN,Wayne,18177,0,404.38,0000,0000,0,404.34,0000,0000,0,403.92,0000,0000,0,403.58,0000,0000,0,403.57,0000,0000,0,401.74,0000,0000,0,0.8,0000,0000,0,0.78,0000,0000
IN,Wells,18179,0,370.43,0000,0000,0,370.41,0000,0000,0,370.2,0000,0000,0,369.98,0000,0000,0,369.96,0000,0000,0,368.09,0000,0000,0,0.45,0000,0000,0,0.45,0000,0000
IN,White,18181,0,508.82,0000,0000,0,508.8,0000,0000,0,506.35,0000,0000,0,505.25,0000,0000,0,505.24,0000,0000,0,505.13,0000,0000,0,3.57,0000,0000,0,3.56,0000,0000
IN,Whitley,18183,0,337.91,0000,0000,0,337.9,0000,0000,0,335.72,0000,0000,0,335.53,0000,0000,0,335.52,0000,0000,0,335.57,0000,0000,0,2.38,0000,0000,0,2.38,0000,0000
IOWA,IOWA,19000,0,56275.54,0000,0000,0,56271.55,0000,0000,0,55965.37,0000,0000,0,55874.9,0000,0000,0,55869.36,0000,0000,0,55857.13,0000,0000,0,400.64,0000,0000,0,402.2,0000,0000
IA,Adair,19001,0,570.33,0000,0000,0,570.31,0000,0000,0,569.64,0000,0000,0,569.33,0000,0000,0,569.3,0000,0000,0,569.27,0000,0000,0,1,0000,0000,0,1,0000,0000
IA,Adams,19003,0,425.42,0000,0000,0,425.41,0000,0000,0,424.95,0000,0000,0,423.55,0000,0000,0,423.54,0000,0000,0,423.44,0000,0000,0,1.87,0000,0000,0,1.87,0000,0000
IA,Allamakee,19005,0,658.75,0000,0000,0,658.71,0000,0000,0,633.37,0000,0000,0,639.6,0000,0000,0,639.56,0000,0000,0,639.08,0000,0000,0,19.15,0000,0000,0,19.14,0000,0000
IA,Appanoose,19007,0,516.39,0000,0000,0,516.35,0000,0000,0,497.7,0000,0000,0,496.28,0000,0000,0,496.25,0000,0000,0,497.29,0000,0000,0,20.11,0000,0000,0,20.1,0000,0000
IA,Audubon,19009,0,443.6,0000,0000,0,443.58,0000,0000,0,444.47,0000,0000,0,443.16,0000,0000,0,443.13,0000,0000,0,442.96,0000,0000,0,0.44,0000,0000,0,0.44,0000,0000
IA,Benton,19011,0,718.52,0000,0000,0,718.45,0000,0000,0,718.33,0000,0000,0,716.46,0000,0000,0,716.39,0000,0000,0,716.27,0000,0000,0,2.06,0000,0000,0,2.06,0000,0000
IA,Black Hawk,19013,0,571.96,0000,0000,0,571.91,0000,0000,0,572.79,0000,0000,0,567.37,0000,0000,0,567.11,0000,0000,0,565.77,0000,0000,0,4.59,0000,0000,0,4.8,0000,0000
IA,Boone,19015,0,573.54,0000,0000,0,573.51,0000,0000,0,573.49,0000,0000,0,571.49,0000,0000,0,571.46,0000,0000,0,571.57,0000,0000,0,2.05,0000,0000,0,2.05,0000,0000
IA,Bremer,19017,0,439.64,0000,0000,0,439.6,0000,0000,0,439.22,0000,0000,0,437.94,0000,0000,0,437.9,0000,0000,0,435.48,0000,0000,0,1.7,0000,0000,0,1.7,0000,0000
IA,Buchanan,19019,0,573.38,0000,0000,0,573.35,0000,0000,0,572.23,0000,0000,0,571.29,0000,0000,0,571.26,0000,0000,0,571.02,0000,0000,0,2.09,0000,0000,0,2.09,0000,0000
IA,Buena Vista,19021,0,580.1,0000,0000,0,580.07,0000,0000,0,574.72,0000,0000,0,574.82,0000,0000,0,574.78,0000,0000,0,574.92,0000,0000,0,5.28,0000,0000,0,5.28,0000,0000
IA,Butler,19023,0,581.6,0000,0000,0,581.56,0000,0000,0,581.79,0000,0000,0,580.42,0000,0000,0,580.38,0000,0000,0,580.13,0000,0000,0,1.18,0000,0000,0,1.18,0000,0000
IA,Calhoun,19025,0,572.33,0000,0000,0,572.29,0000,0000,0,571.27,0000,0000,0,570.2,0000,0000,0,570.15,0000,0000,0,569.97,0000,0000,0,2.13,0000,0000,0,2.14,0000,0000
IA,Carroll,19027,0,570.27,0000,0000,0,570.24,0000,0000,0,569.98,0000,0000,0,569.35,0000,0000,0,569.31,0000,0000,0,569.44,0000,0000,0,0.92,0000,0000,0,0.92,0000,0000
IA,Cass,19029,0,565.03,0000,0000,0,565.01,0000,0000,0,564.92,0000,0000,0,564.35,0000,0000,0,564.33,0000,0000,0,564.27,0000,0000,0,0.68,0000,0000,0,0.68,0000,0000
IA,Cedar,19031,0,582.01,0000,0000,0,581.96,0000,0000,0,582.33,0000,0000,0,579.57,0000,0000,0,579.52,0000,0000,0,579.44,0000,0000,0,2.44,0000,0000,0,2.44,0000,0000
IA,Cerro Gordo,19033,0,575.18,0000,0000,0,575.12,0000,0000,0,569.41,0000,0000,0,568.43,0000,0000,0,568.33,0000,0000,0,568.31,0000,0000,0,6.75,0000,0000,0,6.8,0000,0000
IA,Cherokee,19035,0,577.38,0000,0000,0,577.34,0000,0000,0,577.1,0000,0000,0,577.2,0000,0000,0,577.15,0000,0000,0,576.91,0000,0000,0,0.18,0000,0000,0,0.18,0000,0000
IA,Chickasaw,19037,0,505.53,0000,0000,0,505.48,0000,0000,0,504.53,0000,0000,0,504.7,0000,0000,0,504.64,0000,0000,0,504.38,0000,0000,0,0.83,0000,0000,0,0.84,0000,0000
IA,Clarke,19039,0,431.75,0000,0000,0,431.72,0000,0000,0,430.99,0000,0000,0,431.15,0000,0000,0,431.12,0000,0000,0,431.17,0000,0000,0,0.6,0000,0000,0,0.6,0000,0000
IA,Clay,19041,0,572.56,0000,0000,0,572.51,0000,0000,0,568.6,0000,0000,0,568.93,0000,0000,0,568.89,0000,0000,0,567.24,0000,0000,0,3.63,0000,0000,0,3.63,0000,0000
IA,Clayton,19043,0,792.85,0000,0000,0,792.81,0000,0000,0,778.52,0000,0000,0,778.85,0000,0000,0,778.81,0000,0000,0,778.54,0000,0000,0,14,0000,0000,0,14,0000,0000
IA,Clinton,19045,0,710.26,0000,0000,0,710.19,0000,0000,0,694.95,0000,0000,0,695.05,0000,0000,0,694.98,0000,0000,0,694.92,0000,0000,0,15.21,0000,0000,0,15.21,0000,0000
IA,Crawford,19047,0,715.04,0000,0000,0,714.99,0000,0000,0,714.45,0000,0000,0,714.41,0000,0000,0,714.36,0000,0000,0,714.19,0000,0000,0,0.63,0000,0000,0,0.63,0000,0000
IA,Dallas,19049,0,591.77,0000,0000,0,591.73,0000,0000,0,590.77,0000,0000,0,586.51,0000,0000,0,586.47,0000,0000,0,588.45,0000,0000,0,5.26,0000,0000,0,5.26,0000,0000
IA,Davis,19051,0,504.93,0000,0000,0,504.89,0000,0000,0,503.97,0000,0000,0,503.28,0000,0000,0,503.24,0000,0000,0,502.19,0000,0000,0,1.65,0000,0000,0,1.65,0000,0000
IA,Decatur,19053,0,533.36,0000,0000,0,533.32,0000,0000,0,535.13,0000,0000,0,532.25,0000,0000,0,531.8,0000,0000,0,531.88,0000,0000,0,1.11,0000,0000,0,1.52,0000,0000
IA,Delaware,19055,0,579.08,0000,0000,0,579.05,0000,0000,0,577.95,0000,0000,0,577.88,0000,0000,0,577.85,0000,0000,0,577.76,0000,0000,0,1.2,0000,0000,0,1.19,0000,0000
IA,Des Moines,19057,0,429.83,0000,0000,0,429.8,0000,0000,0,414,0000,0000,0,416.18,0000,0000,0,416.15,0000,0000,0,416.12,0000,0000,0,13.65,0000,0000,0,13.65,0000,0000
IA,Dickinson,19059,0,403.71,0000,0000,0,403.69,0000,0000,0,380.59,0000,0000,0,381.07,0000,0000,0,381.06,0000,0000,0,380.61,0000,0000,0,22.64,0000,0000,0,22.63,0000,0000
IA,Dubuque,19061,0,616.63,0000,0000,0,616.56,0000,0000,0,606.67,0000,0000,0,608.22,0000,0000,0,608.16,0000,0000,0,608.31,0000,0000,0,8.41,0000,0000,0,8.41,0000,0000
IA,Emmet,19063,0,402.4,0000,0000,0,402.38,0000,0000,0,393.79,0000,0000,0,395.77,0000,0000,0,395.74,0000,0000,0,395.88,0000,0000,0,6.63,0000,0000,0,6.63,0000,0000
IA,Fayette,19065,0,731.47,0000,0000,0,731.45,0000,0000,0,731.28,0000,0000,0,730.98,0000,0000,0,730.92,0000,0000,0,730.81,0000,0000,0,0.49,0000,0000,0,0.52,0000,0000
IA,Floyd,19067,0,501.33,0000,0000,0,501.31,0000,0000,0,501.36,0000,0000,0,500.59,0000,0000,0,500.56,0000,0000,0,500.63,0000,0000,0,0.74,0000,0000,0,0.74,0000,0000
IA,Franklin,19069,0,583.06,0000,0000,0,583.01,0000,0000,0,582.59,0000,0000,0,582.49,0000,0000,0,582.44,0000,0000,0,581.97,0000,0000,0,0.57,0000,0000,0,0.57,0000,0000
IA,Fremont,19071,0,516.79,0000,0000,0,516.76,0000,0000,0,514.85,0000,0000,0,511.32,0000,0000,0,511.08,0000,0000,0,511.15,0000,0000,0,5.47,0000,0000,0,5.68,0000,0000
IA,Greene,19073,0,571.16,0000,0000,0,571.13,0000,0000,0,571.3,0000,0000,0,568.44,0000,0000,0,568.41,0000,0000,0,569.57,0000,0000,0,2.72,0000,0000,0,2.72,0000,0000
IA,Grundy,19075,0,502.58,0000,0000,0,502.55,0000,0000,0,501.3,0000,0000,0,502.55,0000,0000,0,502.51,0000,0000,0,501.86,0000,0000,0,0.03,0000,0000,0,0.03,0000,0000
IA,Guthrie,19077,0,593.09,0000,0000,0,593.06,0000,0000,0,590.25,0000,0000,0,590.63,0000,0000,0,590.6,0000,0000,0,590.62,0000,0000,0,2.46,0000,0000,0,2.46,0000,0000
IA,Hamilton,19079,0,577.47,0000,0000,0,577.44,0000,0000,0,576.3,0000,0000,0,576.71,0000,0000,0,576.68,0000,0000,0,576.75,0000,0000,0,0.76,0000,0000,0,0.76,0000,0000
IA,Hancock,19081,0,573.18,0000,0000,0,573.14,0000,0000,0,571.02,0000,0000,0,571.15,0000,0000,0,571.11,0000,0000,0,571.01,0000,0000,0,2.03,0000,0000,0,2.03,0000,0000
IA,Hardin,19083,0,569.99,0000,0000,0,569.93,0000,0000,0,569.11,0000,0000,0,569.31,0000,0000,0,569.26,0000,0000,0,569.31,0000,0000,0,0.68,0000,0000,0,0.68,0000,0000
IA,Harrison,19085,0,700.99,0000,0000,0,700.93,0000,0000,0,697.48,0000,0000,0,696.86,0000,0000,0,696.72,0000,0000,0,696.85,0000,0000,0,4.13,0000,0000,0,4.2,0000,0000
IA,Henry,19087,0,436.71,0000,0000,0,436.68,0000,0000,0,435.92,0000,0000,0,434.47,0000,0000,0,434.44,0000,0000,0,434.33,0000,0000,0,2.24,0000,0000,0,2.24,0000,0000
IA,Howard,19089,0,473.8,0000,0000,0,473.76,0000,0000,0,472.79,0000,0000,0,473.44,0000,0000,0,473.4,0000,0000,0,473.25,0000,0000,0,0.36,0000,0000,0,0.36,0000,0000
IA,Humboldt,19091,0,435.75,0000,0000,0,435.73,0000,0000,0,436.49,0000,0000,0,434.43,0000,0000,0,434.41,0000,0000,0,434.35,0000,0000,0,1.32,0000,0000,0,1.31,0000,0000
IA,Ida,19093,0,432.26,0000,0000,0,432.23,0000,0000,0,431.9,0000,0000,0,431.74,0000,0000,0,431.71,0000,0000,0,431.51,0000,0000,0,0.52,0000,0000,0,0.52,0000,0000
IA,Iowa,19095,0,587.39,0000,0000,0,587.35,0000,0000,0,587.24,0000,0000,0,586.5,0000,0000,0,586.45,0000,0000,0,586.46,0000,0000,0,0.89,0000,0000,0,0.9,0000,0000
IA,Jackson,19097,0,649.81,0000,0000,0,649.75,0000,0000,0,638.02,0000,0000,0,636.15,0000,0000,0,636.09,0000,0000,0,636.04,0000,0000,0,13.66,0000,0000,0,13.66,0000,0000
IA,Jasper,19099,0,732.97,0000,0000,0,732.93,0000,0000,0,731.27,0000,0000,0,730.03,0000,0000,0,729.99,0000,0000,0,730.42,0000,0000,0,2.94,0000,0000,0,2.94,0000,0000
IA,Jefferson,19101,0,436.76,0000,0000,0,436.72,0000,0000,0,439.67,0000,0000,0,435.38,0000,0000,0,435.34,0000,0000,0,435.51,0000,0000,0,1.38,0000,0000,0,1.38,0000,0000
IA,Johnson,19103,0,623.41,0000,0000,0,623.35,0000,0000,0,614.14,0000,0000,0,614.54,0000,0000,0,614.48,0000,0000,0,614.04,0000,0000,0,8.87,0000,0000,0,8.87,0000,0000
IA,Jones,19105,0,576.74,0000,0000,0,576.7,0000,0000,0,576.27,0000,0000,0,575.36,0000,0000,0,575.31,0000,0000,0,575.62,0000,0000,0,1.38,0000,0000,0,1.39,0000,0000
IA,Keokuk,19107,0,579.99,0000,0000,0,579.94,0000,0000,0,580.18,0000,0000,0,579.24,0000,0000,0,579.19,0000,0000,0,579.18,0000,0000,0,0.75,0000,0000,0,0.75,0000,0000
IA,Kossuth,19109,0,974.46,0000,0000,0,974.39,0000,0000,0,973.94,0000,0000,0,973.08,0000,0000,0,973.01,0000,0000,0,972.72,0000,0000,0,1.38,0000,0000,0,1.38,0000,0000
IA,Lee,19111,0,538.8,0000,0000,0,538.77,0000,0000,0,521.92,0000,0000,0,517.42,0000,0000,0,517.39,0000,0000,0,517.52,0000,0000,0,21.38,0000,0000,0,21.37,0000,0000
IA,Linn,19113,0,724.62,0000,0000,0,724.55,0000,0000,0,723.97,0000,0000,0,717.52,0000,0000,0,717.44,0000,0000,0,716.88,0000,0000,0,7.1,0000,0000,0,7.1,0000,0000
IA,Louisa,19115,0,417.67,0000,0000,0,417.64,0000,0000,0,402.04,0000,0000,0,401.94,0000,0000,0,401.92,0000,0000,0,401.77,0000,0000,0,15.73,0000,0000,0,15.73,0000,0000
IA,Lucas,19117,0,434.21,0000,0000,0,434.17,0000,0000,0,432.49,0000,0000,0,430.59,0000,0000,0,430.55,0000,0000,0,430.59,0000,0000,0,3.62,0000,0000,0,3.63,0000,0000
IA,Lyon,19119,0,587.68,0000,0000,0,587.63,0000,0000,0,587.75,0000,0000,0,587.55,0000,0000,0,587.5,0000,0000,0,587.65,0000,0000,0,0.13,0000,0000,0,0.13,0000,0000
IA,Madison,19121,0,562.33,0000,0000,0,562.3,0000,0000,0,562.74,0000,0000,0,561.17,0000,0000,0,561.14,0000,0000,0,561.01,0000,0000,0,1.16,0000,0000,0,1.16,0000,0000
IA,Mahaska,19123,0,573.45,0000,0000,0,573.4,0000,0000,0,571.43,0000,0000,0,570.95,0000,0000,0,570.87,0000,0000,0,570.86,0000,0000,0,2.5,0000,0000,0,2.53,0000,0000
IA,Marion,19125,0,570.58,0000,0000,0,570.53,0000,0000,0,560.09,0000,0000,0,554.26,0000,0000,0,554.21,0000,0000,0,554.53,0000,0000,0,16.32,0000,0000,0,16.32,0000,0000
IA,Marshall,19127,0,573.07,0000,0000,0,573.02,0000,0000,0,572.99,0000,0000,0,572.37,0000,0000,0,572.32,0000,0000,0,572.5,0000,0000,0,0.7,0000,0000,0,0.7,0000,0000
IA,Mills,19129,0,439.7,0000,0000,0,439.67,0000,0000,0,439.22,0000,0000,0,436.57,0000,0000,0,436.53,0000,0000,0,437.44,0000,0000,0,3.13,0000,0000,0,3.13,0000,0000
IA,Mitchell,19131,0,469.42,0000,0000,0,469.4,0000,0000,0,469.5,0000,0000,0,468.95,0000,0000,0,468.92,0000,0000,0,469.13,0000,0000,0,0.47,0000,0000,0,0.47,0000,0000
IA,Monona,19133,0,698.89,0000,0000,0,698.85,0000,0000,0,697.07,0000,0000,0,693.16,0000,0000,0,693.12,0000,0000,0,694.07,0000,0000,0,5.73,0000,0000,0,5.73,0000,0000
IA,Monroe,19135,0,434.14,0000,0000,0,434.11,0000,0000,0,433.94,0000,0000,0,433.44,0000,0000,0,433.41,0000,0000,0,433.72,0000,0000,0,0.7,0000,0000,0,0.7,0000,0000
IA,Montgomery,19137,0,424.84,0000,0000,0,424.81,0000,0000,0,423.79,0000,0000,0,423.91,0000,0000,0,423.88,0000,0000,0,424.1,0000,0000,0,0.93,0000,0000,0,0.93,0000,0000
IA,Muscatine,19139,0,449.09,0000,0000,0,449.07,0000,0000,0,441.63,0000,0000,0,438.69,0000,0000,0,438.67,0000,0000,0,437.47,0000,0000,0,10.4,0000,0000,0,10.4,0000,0000
IA,O'Brien,19141,0,573.3,0000,0000,0,573.25,0000,0000,0,573.53,0000,0000,0,573.13,0000,0000,0,573.08,0000,0000,0,573.04,0000,0000,0,0.17,0000,0000,0,0.17,0000,0000
IA,Osceola,19143,0,399.52,0000,0000,0,399.48,0000,0000,0,398.51,0000,0000,0,398.8,0000,0000,0,398.77,0000,0000,0,398.68,0000,0000,0,0.72,0000,0000,0,0.71,0000,0000
IA,Page,19145,0,535.38,0000,0000,0,535.35,0000,0000,0,535.27,0000,0000,0,534.86,0000,0000,0,534.82,0000,0000,0,534.94,0000,0000,0,0.52,0000,0000,0,0.52,0000,0000
IA,Palo Alto,19147,0,569.45,0000,0000,0,569.4,0000,0000,0,561.72,0000,0000,0,563.88,0000,0000,0,563.83,0000,0000,0,563.84,0000,0000,0,5.57,0000,0000,0,5.57,0000,0000
IA,Plymouth,19149,0,864.02,0000,0000,0,863.96,0000,0000,0,864.05,0000,0000,0,863.64,0000,0000,0,863.56,0000,0000,0,862.89,0000,0000,0,0.38,0000,0000,0,0.39,0000,0000
IA,Pocahontas,19151,0,579.17,0000,0000,0,579.13,0000,0000,0,576.92,0000,0000,0,577.74,0000,0000,0,577.7,0000,0000,0,577.24,0000,0000,0,1.43,0000,0000,0,1.42,0000,0000
IA,Polk,19153,0,591.94,0000,0000,0,591.9,0000,0000,0,581.92,0000,0000,0,569.48,0000,0000,0,569.35,0000,0000,0,573.8,0000,0000,0,22.46,0000,0000,0,22.55,0000,0000
IA,Pottawattamie,19155,0,960.01,0000,0000,0,959.94,0000,0000,0,953.34,0000,0000,0,954.33,0000,0000,0,954.26,0000,0000,0,950.28,0000,0000,0,5.68,0000,0000,0,5.68,0000,0000
IA,Poweshiek,19157,0,586.22,0000,0000,0,586.17,0000,0000,0,585.18,0000,0000,0,585.07,0000,0000,0,585.03,0000,0000,0,584.93,0000,0000,0,1.15,0000,0000,0,1.14,0000,0000
IA,Ringgold,19159,0,538.96,0000,0000,0,538.92,0000,0000,0,535.48,0000,0000,0,537.71,0000,0000,0,537.67,0000,0000,0,535.5,0000,0000,0,1.25,0000,0000,0,1.26,0000,0000
IA,Sac,19161,0,578.42,0000,0000,0,578.38,0000,0000,0,576.42,0000,0000,0,575.83,0000,0000,0,575.82,0000,0000,0,575.01,0000,0000,0,2.59,0000,0000,0,2.56,0000,0000
IA,Scott,19163,0,468.2,0000,0000,0,468.17,0000,0000,0,459.11,0000,0000,0,457.91,0000,0000,0,457.93,0000,0000,0,458.09,0000,0000,0,10.29,0000,0000,0,10.24,0000,0000
IA,Shelby,19165,0,591.4,0000,0000,0,591.37,0000,0000,0,590.89,0000,0000,0,590.91,0000,0000,0,590.83,0000,0000,0,590.78,0000,0000,0,0.49,0000,0000,0,0.54,0000,0000
IA,Sioux,19167,0,768.65,0000,0000,0,768.58,0000,0000,0,768.7,0000,0000,0,767.95,0000,0000,0,767.88,0000,0000,0,768.33,0000,0000,0,0.7,0000,0000,0,0.7,0000,0000
IA,Story,19169,0,573.73,0000,0000,0,573.7,0000,0000,0,573.54,0000,0000,0,572.89,0000,0000,0,572.86,0000,0000,0,572.82,0000,0000,0,0.84,0000,0000,0,0.84,0000,0000
IA,Tama,19171,0,722.42,0000,0000,0,722.37,0000,0000,0,721.43,0000,0000,0,721.35,0000,0000,0,721.3,0000,0000,0,721.01,0000,0000,0,1.07,0000,0000,0,1.07,0000,0000
IA,Taylor,19173,0,534.85,0000,0000,0,534.83,0000,0000,0,537.09,0000,0000,0,533.98,0000,0000,0,533.95,0000,0000,0,531.9,0000,0000,0,0.87,0000,0000,0,0.87,0000,0000
IA,Union,19175,0,425.98,0000,0000,0,425.95,0000,0000,0,425.8,0000,0000,0,424.41,0000,0000,0,424.39,0000,0000,0,423.65,0000,0000,0,1.57,0000,0000,0,1.57,0000,0000
IA,Van Buren,19177,0,490.59,0000,0000,0,490.55,0000,0000,0,483.64,0000,0000,0,485.25,0000,0000,0,484.82,0000,0000,0,484.79,0000,0000,0,5.34,0000,0000,0,5.73,0000,0000
IA,Wapello,19179,0,436.02,0000,0000,0,435.98,0000,0000,0,434.18,0000,0000,0,431.85,0000,0000,0,431.81,0000,0000,0,431.83,0000,0000,0,4.17,0000,0000,0,4.17,0000,0000
IA,Warren,19181,0,573.24,0000,0000,0,573.21,0000,0000,0,572.59,0000,0000,0,571.68,0000,0000,0,571.64,0000,0000,0,569.83,0000,0000,0,1.56,0000,0000,0,1.56,0000,0000
IA,Washington,19183,0,570.81,0000,0000,0,570.77,0000,0000,0,570.07,0000,0000,0,568.83,0000,0000,0,568.71,0000,0000,0,568.84,0000,0000,0,1.98,0000,0000,0,2.06,0000,0000
IA,Wayne,19185,0,527.12,0000,0000,0,527.08,0000,0000,0,526.44,0000,0000,0,525.64,0000,0000,0,525.6,0000,0000,0,525.44,0000,0000,0,1.48,0000,0000,0,1.48,0000,0000
IA,Webster,19187,0,718.1,0000,0000,0,718.05,0000,0000,0,718.09,0000,0000,0,715.28,0000,0000,0,715.23,0000,0000,0,715.62,0000,0000,0,2.82,0000,0000,0,2.82,0000,0000
IA,Winnebago,19189,0,401.59,0000,0000,0,401.57,0000,0000,0,400.79,0000,0000,0,400.48,0000,0000,0,400.47,0000,0000,0,400.49,0000,0000,0,1.11,0000,0000,0,1.1,0000,0000
IA,Winneshiek,19191,0,689.93,0000,0000,0,689.88,0000,0000,0,689.9,0000,0000,0,689.66,0000,0000,0,689.61,0000,0000,0,689.87,0000,0000,0,0.27,0000,0000,0,0.27,0000,0000
IA,Woodbury,19193,0,877.43,0000,0000,0,877.39,0000,0000,0,873.47,0000,0000,0,872.65,0000,0000,0,872.59,0000,0000,0,872.83,0000,0000,0,4.78,0000,0000,0,4.79,0000,0000
IA,Worth,19195,0,401.73,0000,0000,0,401.71,0000,0000,0,400.89,0000,0000,0,400.01,0000,0000,0,400,0000,0000,0,400.12,0000,0000,0,1.72,0000,0000,0,1.71,0000,0000
IA,Wright,19197,0,582.58,0000,0000,0,582.54,0000,0000,0,578.55,0000,0000,0,580.76,0000,0000,0,580.72,0000,0000,0,580.42,0000,0000,0,1.82,0000,0000,0,1.82,0000,0000
KANSAS,KANSAS,20000,0,82282,0000,0000,0,82276.84,0000,0000,0,81778.1,0000,0000,0,81823.02,0000,0000,0,81814.88,0000,0000,0,81758.72,0000,0000,0,458.98,0000,0000,0,461.96,0000,0000
KS,Allen,20001,0,505.24,0000,0000,0,505.18,0000,0000,0,505.19,0000,0000,0,503.07,0000,0000,0,503.01,0000,0000,0,500.3,0000,0000,0,2.17,0000,0000,0,2.18,0000,0000
KS,Anderson,20003,0,584.35,0000,0000,0,584.29,0000,0000,0,583.52,0000,0000,0,582.98,0000,0000,0,582.92,0000,0000,0,579.65,0000,0000,0,1.37,0000,0000,0,1.38,0000,0000
KS,Atchison,20005,0,435.06,0000,0000,0,435.04,0000,0000,0,430.8,0000,0000,0,432.36,0000,0000,0,432.34,0000,0000,0,431.17,0000,0000,0,2.7,0000,0000,0,2.7,0000,0000
KS,Barber,20007,0,1136.27,0000,0000,0,1136.21,0000,0000,0,1136.37,0000,0000,0,1134.17,0000,0000,0,1134.11,0000,0000,0,1134.07,0000,0000,0,2.1,0000,0000,0,2.1,0000,0000
KS,Barton,20009,0,900.5,0000,0000,0,900.46,0000,0000,0,895.44,0000,0000,0,894.04,0000,0000,0,894,0000,0000,0,895.4,0000,0000,0,6.46,0000,0000,0,6.46,0000,0000
KS,Bourbon,20011,0,638.88,0000,0000,0,638.82,0000,0000,0,638.19,0000,0000,0,637.14,0000,0000,0,637.09,0000,0000,0,635.47,0000,0000,0,1.74,0000,0000,0,1.73,0000,0000
KS,Brown,20013,0,572.23,0000,0000,0,572.2,0000,0000,0,571.54,0000,0000,0,570.71,0000,0000,0,570.67,0000,0000,0,570.87,0000,0000,0,1.52,0000,0000,0,1.52,0000,0000
KS,Butler,20015,0,1446.49,0000,0000,0,1446.42,0000,0000,0,1443.24,0000,0000,0,1428.16,0000,0000,0,1427.85,0000,0000,0,1429.86,0000,0000,0,18.33,0000,0000,0,18.57,0000,0000
KS,Chase,20017,0,778.06,0000,0000,0,778.01,0000,0000,0,776.96,0000,0000,0,775.94,0000,0000,0,775.89,0000,0000,0,773.06,0000,0000,0,2.12,0000,0000,0,2.12,0000,0000
KS,Chautauqua,20019,0,644.87,0000,0000,0,644.83,0000,0000,0,643.78,0000,0000,0,641.73,0000,0000,0,641.69,0000,0000,0,638.88,0000,0000,0,3.14,0000,0000,0,3.14,0000,0000
KS,Cherokee,20021,0,591.02,0000,0000,0,590.96,0000,0000,0,590.38,0000,0000,0,587.17,0000,0000,0,587.12,0000,0000,0,587.57,0000,0000,0,3.85,0000,0000,0,3.85,0000,0000
KS,Cheyenne,20023,0,1020.89,0000,0000,0,1020.84,0000,0000,0,1020.87,0000,0000,0,1019.94,0000,0000,0,1019.88,0000,0000,0,1019.89,0000,0000,0,0.95,0000,0000,0,0.95,0000,0000
